,GazeTarget,Condition
583,UMA,4
584,UMA,4
585,UMA,4
586,UMA,4
587,UMA,4
588,UMA,4
589,UMA,4
590,UMA,4
591,UMA,4
592,UMA,4
593,UMA,4
594,UMA,4
595,UMA,4
596,UMA,4
597,UMA,4
598,UMA,4
599,UMA,4
600,UMA,4
601,UMA,4
602,UMA,4
603,UMA,4
604,UMA,4
605,UMA,4
606,UMA,4
607,UMA,4
608,UMA,4
609,UMA,4
610,UMA,4
611,UMA,4
612,UMA,4
613,UMA,4
614,UMA,4
615,UMA,4
616,UMA,4
617,UMA,4
618,UMA,4
619,UMA,4
620,UMA,4
621,UMA,4
622,UMA,4
623,UMA,4
624,UMA,4
625,UMA,4
626,UMA,4
627,QUIZZ,4
628,QUIZZ,4
629,QUIZZ,4
630,QUIZZ,4
631,QUIZZ,4
632,QUIZZ,4
633,QUIZZ,4
634,QUIZZ,4
635,QUIZZ,4
636,QUIZZ,4
637,QUIZZ,4
638,QUIZZ,4
639,QUIZZ,4
640,QUIZZ,4
641,QUIZZ,4
642,QUIZZ,4
643,QUIZZ,4
644,QUIZZ,4
645,QUIZZ,4
646,QUIZZ,4
647,QUIZZ,4
648,QUIZZ,4
649,QUIZZ,4
650,QUIZZ,4
651,QUIZZ,4
652,QUIZZ,4
653,QUIZZ,4
654,QUIZZ,4
655,QUIZZ,4
656,QUIZZ,4
657,QUIZZ,4
658,QUIZZ,4
659,QUIZZ,4
660,QUIZZ,4
661,QUIZZ,4
662,QUIZZ,4
663,QUIZZ,4
664,QUIZZ,4
665,QUIZZ,4
666,QUIZZ,4
667,QUIZZ,4
668,QUIZZ,4
669,QUIZZ,4
670,QUIZZ,4
671,QUIZZ,4
672,QUIZZ,4
673,QUIZZ,4
674,QUIZZ,4
675,QUIZZ,4
676,QUIZZ,4
677,QUIZZ,4
678,QUIZZ,4
679,QUIZZ,4
680,QUIZZ,4
681,QUIZZ,4
682,QUIZZ,4
683,QUIZZ,4
684,QUIZZ,4
685,QUIZZ,4
686,QUIZZ,4
687,QUIZZ,4
688,QUIZZ,4
689,QUIZZ,4
690,RightWallPlane,4
691,RightWallPlane,4
692,RightWallPlane,4
693,RightWallPlane,4
694,RightWallPlane,4
695,RightWallPlane,4
696,RightWallPlane,4
697,RightWallPlane,4
698,RightWallPlane,4
699,RightWallPlane,4
700,FrontWall,4
701,FrontWall,4
702,QUIZZ,4
703,QUIZZ,4
704,QUIZZ,4
705,QUIZZ,4
706,QUIZZ,4
707,QUIZZ,4
708,QUIZZ,4
709,QUIZZ,4
710,QUIZZ,4
711,QUIZZ,4
712,QUIZZ,4
713,QUIZZ,4
714,QUIZZ,4
715,QUIZZ,4
716,QUIZZ,4
717,QUIZZ,4
718,QUIZZ,4
719,QUIZZ,4
720,QUIZZ,4
721,QUIZZ,4
722,QUIZZ,4
723,QUIZZ,4
724,QUIZZ,4
725,QUIZZ,4
726,QUIZZ,4
727,QUIZZ,4
728,QUIZZ,4
729,QUIZZ,4
730,QUIZZ,4
731,QUIZZ,4
732,QUIZZ,4
733,QUIZZ,4
734,QUIZZ,4
735,QUIZZ,4
736,QUIZZ,4
737,QUIZZ,4
738,QUIZZ,4
739,QUIZZ,4
740,QUIZZ,4
741,QUIZZ,4
742,QUIZZ,4
743,QUIZZ,4
744,QUIZZ,4
745,QUIZZ,4
746,QUIZZ,4
747,QUIZZ,4
748,QUIZZ,4
749,QUIZZ,4
750,QUIZZ,4
751,QUIZZ,4
752,UMA,3
753,UMA,3
754,UMA,3
755,UMA,3
756,UMA,3
757,UMA,3
758,UMA,3
759,UMA,3
760,UMA,3
761,UMA,3
762,UMA,3
763,UMA,3
764,UMA,3
765,UMA,3
766,UMA,3
767,UMA,3
768,UMA,3
769,UMA,3
770,UMA,3
771,UMA,3
772,UMA,3
773,UMA,3
774,UMA,3
775,UMA,3
776,UMA,3
777,UMA,3
778,UMA,3
779,UMA,3
780,UMA,3
781,UMA,3
782,UMA,3
783,UMA,3
784,UMA,3
785,UMA,3
786,UMA,3
787,UMA,3
788,UMA,3
789,UMA,3
790,UMA,3
791,UMA,3
792,UMA,3
793,UMA,3
794,UMA,3
795,UMA,3
796,UMA,3
797,UMA,3
798,UMA,3
799,UMA,3
800,UMA,3
801,UMA,3
802,UMA,3
803,UMA,3
804,UMA,3
805,UMA,3
806,UMA,3
807,UMA,3
808,UMA,3
809,Ground,3
810,Ground,3
811,Ground,3
812,Ground,3
813,UMA,3
814,UMA,3
815,UMA,3
816,UMA,3
817,UMA,3
818,UMA,3
819,UMA,3
820,UMA,3
821,UMA,3
822,UMA,3
823,UMA,3
824,UMA,3
825,UMA,3
826,UMA,3
827,UMA,3
828,UMA,3
829,UMA,3
830,UMA,3
831,UMA,3
832,UMA,3
833,UMA,3
834,UMA,3
835,UMA,3
836,UMA,3
837,UMA,3
838,UMA,3
839,UMA,3
840,UMA,3
841,UMA,3
842,UMA,3
843,UMA,3
844,UMA,3
845,UMA,3
846,UMA,3
847,UMA,3
848,UMA,3
849,UMA,3
850,UMA,3
851,UMA,3
852,UMA,3
853,UMA,3
854,UMA,3
855,UMA,3
856,UMA,3
857,UMA,3
858,UMA,3
859,UMA,3
860,UMA,3
861,UMA,3
862,UMA,3
863,UMA,3
864,UMA,3
865,UMA,3
866,UMA,3
867,UMA,3
868,UMA,3
869,UMA,3
870,UMA,3
871,UMA,3
872,UMA,3
873,UMA,3
874,UMA,3
875,QUIZZ,3
876,QUIZZ,3
877,QUIZZ,3
878,QUIZZ,3
879,QUIZZ,3
880,QUIZZ,3
881,QUIZZ,3
882,QUIZZ,3
883,QUIZZ,3
884,QUIZZ,3
885,QUIZZ,3
886,QUIZZ,3
887,QUIZZ,3
888,QUIZZ,3
889,QUIZZ,3
890,QUIZZ,3
891,QUIZZ,3
892,QUIZZ,3
893,QUIZZ,3
894,QUIZZ,3
895,QUIZZ,3
896,QUIZZ,3
897,QUIZZ,3
898,QUIZZ,3
899,QUIZZ,3
900,QUIZZ,3
901,QUIZZ,3
902,QUIZZ,3
903,QUIZZ,3
904,QUIZZ,3
905,QUIZZ,3
906,QUIZZ,3
907,QUIZZ,3
908,QUIZZ,3
909,QUIZZ,3
910,QUIZZ,3
911,QUIZZ,3
912,QUIZZ,3
913,QUIZZ,3
914,QUIZZ,3
915,QUIZZ,3
916,QUIZZ,3
917,QUIZZ,3
918,QUIZZ,3
919,QUIZZ,3
920,QUIZZ,3
921,QUIZZ,3
922,QUIZZ,3
923,QUIZZ,3
924,QUIZZ,3
925,QUIZZ,3
926,QUIZZ,3
927,QUIZZ,3
928,QUIZZ,3
929,QUIZZ,3
930,QUIZZ,3
931,QUIZZ,3
932,QUIZZ,3
933,QUIZZ,3
934,QUIZZ,3
935,QUIZZ,3
936,QUIZZ,3
937,QUIZZ,3
938,QUIZZ,3
939,QUIZZ,3
940,QUIZZ,3
941,QUIZZ,3
942,QUIZZ,3
943,QUIZZ,3
944,QUIZZ,3
945,QUIZZ,3
946,QUIZZ,3
947,QUIZZ,3
948,QUIZZ,3
949,QUIZZ,3
950,QUIZZ,3
951,QUIZZ,3
952,QUIZZ,3
953,QUIZZ,3
954,QUIZZ,3
955,QUIZZ,3
956,QUIZZ,3
957,QUIZZ,3
958,QUIZZ,3
959,QUIZZ,3
960,QUIZZ,3
961,QUIZZ,3
962,QUIZZ,3
963,QUIZZ,3
964,QUIZZ,3
965,QUIZZ,3
966,QUIZZ,3
967,QUIZZ,3
968,QUIZZ,3
969,QUIZZ,3
970,QUIZZ,3
971,QUIZZ,3
972,QUIZZ,3
973,QUIZZ,3
974,QUIZZ,3
975,QUIZZ,3
976,QUIZZ,3
977,QUIZZ,3
978,QUIZZ,3
979,QUIZZ,3
980,QUIZZ,3
981,QUIZZ,3
982,QUIZZ,3
983,QUIZZ,3
984,QUIZZ,3
985,QUIZZ,3
986,QUIZZ,3
987,QUIZZ,3
988,QUIZZ,3
989,QUIZZ,3
990,QUIZZ,3
991,QUIZZ,3
992,QUIZZ,3
993,QUIZZ,3
994,QUIZZ,3
995,QUIZZ,3
996,QUIZZ,3
997,QUIZZ,3
998,QUIZZ,3
999,QUIZZ,3
1000,QUIZZ,3
1001,UMA,1
1002,UMA,1
1003,UMA,1
1004,UMA,1
1005,UMA,1
1006,UMA,1
1007,UMA,1
1008,UMA,1
1009,UMA,1
1010,UMA,1
1011,UMA,1
1012,UMA,1
1013,UMA,1
1014,UMA,1
1015,UMA,1
1016,UMA,1
1017,UMA,1
1018,UMA,1
1019,UMA,1
1020,UMA,1
1021,UMA,1
1022,UMA,1
1023,UMA,1
1024,UMA,1
1025,UMA,1
1026,UMA,1
1027,UMA,1
1028,UMA,1
1029,UMA,1
1030,UMA,1
1031,UMA,1
1032,UMA,1
1033,UMA,1
1034,UMA,1
1035,UMA,1
1036,UMA,1
1037,UMA,1
1038,UMA,1
1039,UMA,1
1040,UMA,1
1041,UMA,1
1042,UMA,1
1043,UMA,1
1044,UMA,1
1045,UMA,1
1046,UMA,1
1047,UMA,1
1048,UMA,1
1049,UMA,1
1050,UMA,1
1051,UMA,1
1052,UMA,1
1053,UMA,1
1054,UMA,1
1055,UMA,1
1056,UMA,1
1057,UMA,1
1058,UMA,1
1059,UMA,1
1060,UMA,1
1061,UMA,1
1062,UMA,1
1063,UMA,1
1064,UMA,1
1065,UMA,1
1066,UMA,1
1067,UMA,1
1068,UMA,1
1069,UMA,1
1070,UMA,1
1071,UMA,1
1072,UMA,1
1073,UMA,1
1074,UMA,1
1075,UMA,1
1076,UMA,1
1077,UMA,1
1078,UMA,1
1079,UMA,1
1080,UMA,1
1081,UMA,1
1082,UMA,1
1083,UMA,1
1084,UMA,1
1085,UMA,1
1086,UMA,1
1087,UMA,1
1088,UMA,1
1089,UMA,1
1090,UMA,1
1091,UMA,1
1092,UMA,1
1093,UMA,1
1094,UMA,1
1095,UMA,1
1096,UMA,1
1097,UMA,1
1098,UMA,1
1099,UMA,1
1100,UMA,1
1101,UMA,1
1102,QUIZZ,1
1103,QUIZZ,1
1104,QUIZZ,1
1105,QUIZZ,1
1106,QUIZZ,1
1107,QUIZZ,1
1108,QUIZZ,1
1109,QUIZZ,1
1110,QUIZZ,1
1111,QUIZZ,1
1112,QUIZZ,1
1113,QUIZZ,1
1114,QUIZZ,1
1115,QUIZZ,1
1116,QUIZZ,1
1117,QUIZZ,1
1118,QUIZZ,1
1119,QUIZZ,1
1120,QUIZZ,1
1121,QUIZZ,1
1122,QUIZZ,1
1123,QUIZZ,1
1124,QUIZZ,1
1125,QUIZZ,1
1126,QUIZZ,1
1127,QUIZZ,1
1128,QUIZZ,1
1129,QUIZZ,1
1130,QUIZZ,1
1131,QUIZZ,1
1132,QUIZZ,1
1133,QUIZZ,1
1134,QUIZZ,1
1135,QUIZZ,1
1136,QUIZZ,1
1137,QUIZZ,1
1138,QUIZZ,1
1139,QUIZZ,1
1140,QUIZZ,1
1141,QUIZZ,1
1142,QUIZZ,1
1143,QUIZZ,1
1144,QUIZZ,1
1145,QUIZZ,1
1146,QUIZZ,1
1147,QUIZZ,1
1148,QUIZZ,1
1149,QUIZZ,1
1150,QUIZZ,1
1151,QUIZZ,1
1152,QUIZZ,1
1153,QUIZZ,1
1154,QUIZZ,1
1155,QUIZZ,1
1156,UMA,1
1157,UMA,1
1158,UMA,1
1159,UMA,1
1160,UMA,1
1161,UMA,1
1162,UMA,1
1163,UMA,1
1164,UMA,1
1165,UMA,1
1166,UMA,1
1167,UMA,1
1168,UMA,1
1169,UMA,1
1170,UMA,1
1171,UMA,1
1172,UMA,1
1173,UMA,1
1174,UMA,1
1175,UMA,1
1176,UMA,1
1177,UMA,1
1178,UMA,1
1179,UMA,1
1180,UMA,1
1181,UMA,1
1182,UMA,1
1183,UMA,1
1184,UMA,1
1185,UMA,1
1186,UMA,1
1187,UMA,1
1188,UMA,1
1189,UMA,1
1190,UMA,1
1191,UMA,1
1192,UMA,1
1193,UMA,1
1194,UMA,1
1195,UMA,1
1196,UMA,1
1197,UMA,1
1198,UMA,1
1199,UMA,1
1200,UMA,1
1201,UMA,1
1202,UMA,1
1203,UMA,1
1204,UMA,1
1205,UMA,1
1206,UMA,1
1207,UMA,1
1208,UMA,1
1209,UMA,1
1210,UMA,1
1211,UMA,1
1212,UMA,1
1213,UMA,1
1214,UMA,1
1215,UMA,1
1216,UMA,1
1217,UMA,1
1218,UMA,1
1219,UMA,1
1220,UMA,1
1221,UMA,1
1222,UMA,1
1223,UMA,1
1224,UMA,1
1225,UMA,1
1226,UMA,1
1227,UMA,1
1228,UMA,1
1229,UMA,1
1230,UMA,1
1231,UMA,1
1232,UMA,1
1233,UMA,1
1234,UMA,1
1235,UMA,1
1236,UMA,1
1237,UMA,1
1238,UMA,1
1239,UMA,1
1240,UMA,1
1241,UMA,1
1242,UMA,1
1243,UMA,1
1244,UMA,1
1245,UMA,1
1246,UMA,1
1247,UMA,1
1248,UMA,1
1249,UMA,1
1250,UMA,1
1251,UMA,1
1252,UMA,1
1253,UMA,1
1254,UMA,1
1255,UMA,1
1256,UMA,1
1257,UMA,1
1258,UMA,1
1259,UMA,1
1260,UMA,1
1261,UMA,1
1262,UMA,1
1263,UMA,1
1264,UMA,1
1265,UMA,1
1266,UMA,1
1267,UMA,1
1268,UMA,1
1269,UMA,1
1270,UMA,1
1271,UMA,1
1272,UMA,1
1273,UMA,1
1274,UMA,1
1275,UMA,1
1276,UMA,1
1277,UMA,1
1278,QUIZZ,1
1279,QUIZZ,1
1280,QUIZZ,1
1281,QUIZZ,1
1282,QUIZZ,1
1283,QUIZZ,1
1284,QUIZZ,1
1285,QUIZZ,1
1286,QUIZZ,1
1287,QUIZZ,1
1288,QUIZZ,1
1289,QUIZZ,1
1290,QUIZZ,1
1291,QUIZZ,1
1292,QUIZZ,1
1293,QUIZZ,1
1294,QUIZZ,1
1295,QUIZZ,1
1296,QUIZZ,1
1297,QUIZZ,1
1298,QUIZZ,1
1299,QUIZZ,1
1300,QUIZZ,1
1301,QUIZZ,1
1302,QUIZZ,1
1303,QUIZZ,1
1304,QUIZZ,1
1305,QUIZZ,1
1306,QUIZZ,1
1307,QUIZZ,1
1308,QUIZZ,1
1309,QUIZZ,1
1310,QUIZZ,1
1311,QUIZZ,1
1312,QUIZZ,1
1313,QUIZZ,1
1314,QUIZZ,1
1315,QUIZZ,1
1316,QUIZZ,1
1317,QUIZZ,1
1318,QUIZZ,1
1319,QUIZZ,1
1320,QUIZZ,1
1321,QUIZZ,1
1322,QUIZZ,1
1323,QUIZZ,1
1324,QUIZZ,1
1325,QUIZZ,1
1326,QUIZZ,1
1327,QUIZZ,1
1328,QUIZZ,1
1329,QUIZZ,1
1330,QUIZZ,1
1331,QUIZZ,1
1332,QUIZZ,1
1333,QUIZZ,1
1334,QUIZZ,1
1335,QUIZZ,1
1336,QUIZZ,1
1337,QUIZZ,1
1338,QUIZZ,1
1339,QUIZZ,1
1340,QUIZZ,1
1341,QUIZZ,1
1342,QUIZZ,1
1343,QUIZZ,1
1344,QUIZZ,1
1345,QUIZZ,1
1346,QUIZZ,1
1347,QUIZZ,1
1348,QUIZZ,1
1349,QUIZZ,1
1350,QUIZZ,1
1351,QUIZZ,1
1352,QUIZZ,1
1353,QUIZZ,1
1354,QUIZZ,1
1355,QUIZZ,1
1356,QUIZZ,1
1357,QUIZZ,1
1358,QUIZZ,1
1359,QUIZZ,1
1360,QUIZZ,1
1361,QUIZZ,1
1362,QUIZZ,1
1363,QUIZZ,1
1364,QUIZZ,1
1365,QUIZZ,1
1366,QUIZZ,1
1367,QUIZZ,1
1368,QUIZZ,1
1369,QUIZZ,1
1370,QUIZZ,1
1371,QUIZZ,1
1372,QUIZZ,1
1373,QUIZZ,1
1374,QUIZZ,1
1375,QUIZZ,1
1376,QUIZZ,1
1377,QUIZZ,1
1378,QUIZZ,1
1379,QUIZZ,1
1380,QUIZZ,1
1381,QUIZZ,1
1382,QUIZZ,1
1383,QUIZZ,1
1384,QUIZZ,1
1385,QUIZZ,1
1386,QUIZZ,1
1387,QUIZZ,1
1388,QUIZZ,1
1389,QUIZZ,1
1390,QUIZZ,1
1391,QUIZZ,1
1392,QUIZZ,1
1393,QUIZZ,1
1394,QUIZZ,1
1395,QUIZZ,1
1396,QUIZZ,1
1397,QUIZZ,1
1398,QUIZZ,1
1399,QUIZZ,1
1400,QUIZZ,1
1401,QUIZZ,1
1402,QUIZZ,1
1403,QUIZZ,1
1404,QUIZZ,1
1405,QUIZZ,1
1406,QUIZZ,1
1407,QUIZZ,1
1408,QUIZZ,1
1409,QUIZZ,1
1410,QUIZZ,1
1411,QUIZZ,1
1412,QUIZZ,1
1413,UMA,4
1414,UMA,4
1415,UMA,4
1416,UMA,4
1417,UMA,4
1418,UMA,4
1419,UMA,4
1420,UMA,4
1421,UMA,4
1422,UMA,4
1423,UMA,4
1424,UMA,4
1425,UMA,4
1426,UMA,4
1427,UMA,4
1428,UMA,4
1429,UMA,4
